name,address,District Name,is_nabh_accredited,hospital_tier,google_rating,google_ratings_total,latitude,longitude,hospital_id
DIVINE ENT LASER CENTRE,"DIVINE ENT LASER CENTRE, FARRUKHABAD, UTTAR PRADESH",FARRUKHABAD,False,B,4.1,422,27.4362002,79.4894778,3054
rahi medical center pvt ltd ,"rahi medical center pvt ltd , KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.2,396,26.4410107,80.2652803,3055
Apus Nova Multi Speciality Hospital and trauma Centre A unit of saranya Health Services PVT LTD,"Apus Nova Multi Speciality Hospital and trauma Centre A unit of saranya Health Services PVT LTD, MEERUT, UTTAR PRADESH",MEERUT,False,C,3.7,174,29.0018557,77.7679671,3056
SHOBHIT HOSPITAL AND TRAUMA CENTRE,"SHOBHIT HOSPITAL AND TRAUMA CENTRE, MATHURA, UTTAR PRADESH",MATHURA,False,C,3.6,197,27.4955539,77.6855554,3057
The Care Hospital,"The Care Hospital, FARRUKHABAD, UTTAR PRADESH",FARRUKHABAD,False,C,3.8,260,27.4362002,79.4894778,3058
MAHARAJGANJ HOSPITAL,"MAHARAJGANJ HOSPITAL, MAHARAJGANJ, UTTAR PRADESH",MAHARAJGANJ,False,C,3.6,387,27.1436733,83.5395965,3059
NARAYAN SWAROOP HOSPITAL,"NARAYAN SWAROOP HOSPITAL, ALLAHABAD, UTTAR PRADESH",ALLAHABAD,False,C,3.7,86,25.4498431,81.7643604,3060
Satya Hospital And Maternity Center,"Satya Hospital And Maternity Center, MIRZAPUR, UTTAR PRADESH",MIRZAPUR,False,B,4.0,484,24.9316896,82.6280163,3061
firoz memorial charitable hospital,"firoz memorial charitable hospital, ALLAHABAD, UTTAR PRADESH",ALLAHABAD,False,B,3.9,154,25.4381302,81.8338005,3062
SETH SHANKAR MULTI SPEACILITY HOSPITAL PVT LTD,"SETH SHANKAR MULTI SPEACILITY HOSPITAL PVT LTD, JHANSI, UTTAR PRADESH",JHANSI,False,C,3.7,385,25.529855,78.6527802,3063
Lahiri Italiya Nurshing Home,"Lahiri Italiya Nurshing Home, JHANSI, UTTAR PRADESH",JHANSI,False,C,3.6,94,25.529855,78.6527802,3064
NARAYAN SWAROOP HOSPITAL,"NARAYAN SWAROOP HOSPITAL, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,C,3.6,89,25.75,81.75,3065
patel hospital,"patel hospital, Sant Kabir Nagar, UTTAR PRADESH",Sant Kabir Nagar,True,A,4.9,196,26.7882737,82.9600798,3066
UPCHAR HOSPITAL AND RESEARCH CENTRE ORTHO AND GYNAE,"UPCHAR HOSPITAL AND RESEARCH CENTRE ORTHO AND GYNAE, JHANSI, UTTAR PRADESH",JHANSI,False,B,3.9,64,25.4538767,78.6062041,3067
TULSI HOSPITALS LIMITED,"TULSI HOSPITALS LIMITED, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.3,474,26.4410107,80.2652803,3068
SARAL NURSING HOME,"SARAL NURSING HOME, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.2,61,26.4230462,80.3882737,3069
Yashwant Hospital and Trauma Centre,"Yashwant Hospital and Trauma Centre, AGRA, UTTAR PRADESH",AGRA,False,B,4.0,356,27.1752554,78.0098161,3070
SANJEEVNI NURSING HOME,"SANJEEVNI NURSING HOME, BIJNOR, UTTAR PRADESH",BIJNOR,False,C,3.7,265,29.4074203,78.4821406,3071
THE ORIENT HOSPITAL ,"THE ORIENT HOSPITAL , KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.7,160,26.4252711,80.3092469,3072
LIFETRON HOSPITAL  A UNIT OF DWARKA PRASAD HEALTH CARES RESEARCH PVT LTD,"LIFETRON HOSPITAL  A UNIT OF DWARKA PRASAD HEALTH CARES RESEARCH PVT LTD, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.2,110,26.4410107,80.2652803,3073
Shrish hospital,"Shrish hospital, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.1,431,26.4410107,80.2652803,3074
City Hospital ,"City Hospital , MIRZAPUR, UTTAR PRADESH",MIRZAPUR,False,B,4.2,447,25.1514288,82.5721034,3075
T S Misra Medical College and Hospital ,"T S Misra Medical College and Hospital , LUCKNOW, UTTAR PRADESH",LUCKNOW,True,A,4.6,92,26.8381,80.9346001,3076
DR SHEELA SHARMA MEMORIAL CHARITABLE TRUST,"DR SHEELA SHARMA MEMORIAL CHARITABLE TRUST, MATHURA, UTTAR PRADESH",MATHURA,False,B,4.1,410,27.4955539,77.6855554,3077
ROYAL MATERNITY AND NURSING HOME,"ROYAL MATERNITY AND NURSING HOME, VARANASI, UTTAR PRADESH",VARANASI,False,B,4.1,294,25.3356491,83.0076292,3078
MATRA CHHAYA MEDICAL AND TRAUMA CENTRE,"MATRA CHHAYA MEDICAL AND TRAUMA CENTRE, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.8,74,26.4410107,80.2652803,3079
SUBHI HOSPITAL AND TRAUMA CENTRE,"SUBHI HOSPITAL AND TRAUMA CENTRE, UNNAO, UTTAR PRADESH",UNNAO,False,B,4.2,387,26.5673264,80.6198193,3080
Ankur hospital,"Ankur hospital, ALLAHABAD, UTTAR PRADESH",ALLAHABAD,False,B,3.9,76,25.4381302,81.8338005,3081
RAMAKRISHNA SEWASHRAM HOSPITAL,"RAMAKRISHNA SEWASHRAM HOSPITAL, MIRZAPUR, UTTAR PRADESH",MIRZAPUR,False,B,3.9,294,24.9316896,82.6280163,3082
MAA VAISHNO HOSPITAL AND TRAUMA CENTRE,"MAA VAISHNO HOSPITAL AND TRAUMA CENTRE, JHANSI, UTTAR PRADESH",JHANSI,False,B,3.9,341,25.4647403,78.62407,3083
rajchandra hospital and research centre,"rajchandra hospital and research centre, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.3,478,26.8381,80.9346001,3084
galaxy surgical and maternity center,"galaxy surgical and maternity center, MORADABAD, UTTAR PRADESH",MORADABAD,False,C,3.7,53,28.8796553,78.8095335,3085
Rana Hospital,"Rana Hospital, BULANDSHAHR, UTTAR PRADESH",BULANDSHAHR,False,B,4.3,364,28.3874073,77.9743805,3086
K K HOSPITAL,"K K HOSPITAL, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.6,261,26.8644818,80.9233041,3087
Pulse hospital trauma center,"Pulse hospital trauma center, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.0,50,26.8381,80.9346001,3088
DWIVEDI HOSPITAL,"DWIVEDI HOSPITAL, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.5,198,26.4727891,80.2927013,3089
AKASH HOSPITAL,"AKASH HOSPITAL, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.8,305,26.4410107,80.2652803,3090
SHRI SIDDHI VINAYAK HOSPITAL,"SHRI SIDDHI VINAYAK HOSPITAL, ALLAHABAD, UTTAR PRADESH",ALLAHABAD,False,B,4.0,199,25.4381302,81.8338005,3091
Life Line Hospital,"Life Line Hospital, FAIZABAD, UTTAR PRADESH",FAIZABAD,True,A,4.9,235,26.7807986,82.1486589,3092
SHRI JAYRAM HOSPITAL AND TRAUMA CENTRE,"SHRI JAYRAM HOSPITAL AND TRAUMA CENTRE, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.0,198,26.4410107,80.2652803,3093
S P SURGICAL AND FRACTURES HOSPITAL,"S P SURGICAL AND FRACTURES HOSPITAL, CHANDAULI, UTTAR PRADESH",CHANDAULI,False,B,3.9,345,25.125695,83.2494601,3094
Family Hospital and Research Centre,"Family Hospital and Research Centre, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.0,261,26.4410107,80.2652803,3095
SARAN HOSPITAL ,"SARAN HOSPITAL , BAREILLY, UTTAR PRADESH",BAREILLY,False,B,4.0,455,28.3405036,79.4115454,3096
RACHIT HOSPITAL ,"RACHIT HOSPITAL , GORAKHPUR, UTTAR PRADESH",GORAKHPUR,False,C,3.8,135,26.7969123,83.3897354,3097
choudhary multispeciality hospital  ,"choudhary multispeciality hospital  , GHAZIABAD, UTTAR PRADESH",GHAZIABAD,False,B,4.1,451,28.7749966,77.4586967,3098
APEX HOSPITAL,"APEX HOSPITAL, MORADABAD, UTTAR PRADESH",MORADABAD,True,A,4.7,268,28.8335268,78.7453792,3099
Asia ENT Centre,"Asia ENT Centre, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,3.9,194,26.8381,80.9346001,3100
Royal Cancer Institute and Research Centre,"Royal Cancer Institute and Research Centre, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.2,180,26.479268,80.3160292,3101
DIVYANSHI   HOSPITAL ,"DIVYANSHI   HOSPITAL , ETAWAH, UTTAR PRADESH",ETAWAH,False,C,3.6,399,26.7155629,79.0917098,3102
SURYA HOSPITAL SURGICAL AND MATERNITY CENTRE ,"SURYA HOSPITAL SURGICAL AND MATERNITY CENTRE , KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.6,287,26.4410107,80.2652803,3103
ANANTRAJ HOSPITAL,"ANANTRAJ HOSPITAL, KANPUR DEHAT, UTTAR PRADESH",KANPUR DEHAT,False,B,3.9,401,26.4585639,79.8548052,3104
DR O P CHAUDAHRY HOSPITAL AND RESEARCH CENTRE,"DR O P CHAUDAHRY HOSPITAL AND RESEARCH CENTRE, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.7,222,26.8381,80.9346001,3105
MERIDIAN NURSING HOME AND HOSPITAL PVT LTD,"MERIDIAN NURSING HOME AND HOSPITAL PVT LTD, VARANASI, UTTAR PRADESH",VARANASI,False,B,3.9,236,25.3356491,83.0076292,3106
Kashi netralaya,"Kashi netralaya, VARANASI, UTTAR PRADESH",VARANASI,False,B,3.9,227,25.3356491,83.0076292,3107
RSD Samarpan Hospital,"RSD Samarpan Hospital, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.7,222,26.8381,80.9346001,3108
prakashnursinghome,"prakashnursinghome, AZAMGARH, UTTAR PRADESH",AZAMGARH,False,C,3.8,230,26.023639,83.0293105,3109
HERITAGE HOSPITALS LTD,"HERITAGE HOSPITALS LTD, VARANASI, UTTAR PRADESH",VARANASI,False,B,4.2,286,25.2788877,83.0028725,3110
TMHRC MORADABAD,"TMHRC MORADABAD, MORADABAD, UTTAR PRADESH",MORADABAD,False,B,4.0,358,28.8796553,78.8095335,3111
VEDANTA HOSPITAL,"VEDANTA HOSPITAL, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.6,326,26.4788514,80.3229298,3112
RAJDHANI HOSPITAL,"RAJDHANI HOSPITAL, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.6,484,26.7736708,80.9431384,3113
SANTOSH MEDICAL COLLEGE HOSPITAL,"SANTOSH MEDICAL COLLEGE HOSPITAL, GHAZIABAD, UTTAR PRADESH",GHAZIABAD,False,C,3.6,303,28.6488083,77.4085039,3114
SADBHAVANA NURSING HOME,"SADBHAVANA NURSING HOME, MORADABAD, UTTAR PRADESH",MORADABAD,False,B,4.3,95,28.8796553,78.8095335,3115
DR. KNS MEMORIAL INSTITUTE OF MEDICAL SCIENCES,"DR. KNS MEMORIAL INSTITUTE OF MEDICAL SCIENCES, BARABANKI, UTTAR PRADESH",BARABANKI,False,B,3.9,401,26.9421406,81.3856087,3116
CITY HOSPITAL AND TRAUMA CENTER,"CITY HOSPITAL AND TRAUMA CENTER, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.0,395,26.8381,80.9346001,3117
udai nursing home,"udai nursing home, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.8,254,26.4410107,80.2652803,3118
Ratnadeep Hospital and Research Centre,"Ratnadeep Hospital and Research Centre, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.3,348,26.4410107,80.2652803,3119
Jai ambey Hospital,"Jai ambey Hospital, GORAKHPUR, UTTAR PRADESH",GORAKHPUR,False,B,4.1,417,26.6677977,83.3642334,3120
NIDHI EYE AND MULTISPECIALITY HOSPITAL,"NIDHI EYE AND MULTISPECIALITY HOSPITAL, AGRA, UTTAR PRADESH",AGRA,False,C,3.6,388,27.1752554,78.0098161,3121
Ganga Amrit Multi Specialty Hospital,"Ganga Amrit Multi Specialty Hospital, SHAMLI, UTTAR PRADESH",SHAMLI,False,B,4.2,287,29.4811507,77.2901344,3122
krishna life line Hospital,"krishna life line Hospital, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.6,333,26.7821153,80.9421828,3123
Jamuna Sewa Sadan and Research Centre,"Jamuna Sewa Sadan and Research Centre, VARANASI, UTTAR PRADESH",VARANASI,False,B,3.9,228,25.3586252,82.952923,3124
SHARDA POLY CLINIC,"SHARDA POLY CLINIC, AZAMGARH, UTTAR PRADESH",AZAMGARH,False,C,3.7,202,26.023639,83.0293105,3125
VIRENDRA HOSPITAL,"VIRENDRA HOSPITAL, ALLAHABAD, UTTAR PRADESH",ALLAHABAD,False,C,3.6,385,25.4539839,81.8402796,3126
DAYAGEET HOSPITAL,"DAYAGEET HOSPITAL, MAHARAJGANJ, UTTAR PRADESH",MAHARAJGANJ,False,C,3.6,127,27.0936024,83.5660681,3127
KRISHNA HOSPITAL AND TRAUMA CENTRE ,"KRISHNA HOSPITAL AND TRAUMA CENTRE , ALLAHABAD, UTTAR PRADESH",ALLAHABAD,False,C,3.7,305,25.4381302,81.8338005,3128
AASTHA HEALTH CENTRE,"AASTHA HEALTH CENTRE, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.0,74,26.4410107,80.2652803,3129
ASAP IMPACT PVT LTD ,"ASAP IMPACT PVT LTD , BALLIA, UTTAR PRADESH",BALLIA,False,B,4.0,54,25.8749594,84.1210329,3130
Shiv surgical nursing home pvt ltd,"Shiv surgical nursing home pvt ltd, VARANASI, UTTAR PRADESH",VARANASI,False,C,3.7,200,25.3356491,83.0076292,3131
kopal hospital,"kopal hospital, BAREILLY, UTTAR PRADESH",BAREILLY,False,B,3.9,61,28.3812843,79.4544741,3132
CARE HOSPITAL,"CARE HOSPITAL, VARANASI, UTTAR PRADESH",VARANASI,True,A,4.6,322,25.3526866,82.9788378,3133
Hanuman Prasad Poddar Cancer Hospital and Research Institute,"Hanuman Prasad Poddar Cancer Hospital and Research Institute, GORAKHPUR, UTTAR PRADESH",GORAKHPUR,False,B,4.1,349,26.6677977,83.3642334,3134
Anurag Health care private limited ,"Anurag Health care private limited , KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.0,475,26.4410107,80.2652803,3135
SAVITRI HOSPITAL,"SAVITRI HOSPITAL, VARANASI, UTTAR PRADESH",VARANASI,False,C,3.7,243,25.3356491,83.0076292,3136
MAHAVEER HOSPITAL AND TRAUMA CENTER,"MAHAVEER HOSPITAL AND TRAUMA CENTER, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.8,105,26.4410107,80.2652803,3137
Sharda Hospital,"Sharda Hospital, BALLIA, UTTAR PRADESH",BALLIA,True,A,4.4,59,25.7759432,84.1543803,3138
Shivnath Hospital ,"Shivnath Hospital , VARANASI, UTTAR PRADESH",VARANASI,False,B,4.2,385,25.3667543,83.0424316,3139
LAVUSH HOSPITAL,"LAVUSH HOSPITAL, KAUSHAMBI, UTTAR PRADESH",KAUSHAMBI,False,C,3.6,461,25.5342456,81.4493567,3140
MEDWIN HOSPITAL AND RESEARCH CENTRE,"MEDWIN HOSPITAL AND RESEARCH CENTRE, VARANASI, UTTAR PRADESH",VARANASI,False,B,4.1,498,25.3356491,83.0076292,3141
Sarnath hospital,"Sarnath hospital, VARANASI, UTTAR PRADESH",VARANASI,False,B,3.9,443,25.3605313,83.0265688,3142
Kulwanti Hospital,"Kulwanti Hospital, VARANASI, UTTAR PRADESH",VARANASI,False,B,3.9,223,25.3356491,83.0076292,3143
HBM Hospital,"HBM Hospital, LALITPUR, UTTAR PRADESH",LALITPUR,False,C,3.8,129,24.6999688,78.51862,3144
Dhanwantri Hospital Pilibhit,"Dhanwantri Hospital Pilibhit, PILIBHIT, UTTAR PRADESH",PILIBHIT,False,B,4.0,355,28.4947158,80.1076122,3145
J  L ROHATGI HOSPITAL,"J  L ROHATGI HOSPITAL, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.6,80,26.4791725,80.3056219,3146
RAMA DEVI MEDICAL CENTRE PRIVATE LIMITED,"RAMA DEVI MEDICAL CENTRE PRIVATE LIMITED, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.8,421,26.4410107,80.2652803,3147
JJ hospital basti ,"JJ hospital basti , BASTI, UTTAR PRADESH",BASTI,False,C,3.7,122,26.8387083,82.5350919,3148
shahi global hospital,"shahi global hospital, GORAKHPUR, UTTAR PRADESH",GORAKHPUR,False,C,3.8,276,26.7337911,83.3815504,3149
DEV NANDINI HOSPITAL,"DEV NANDINI HOSPITAL, HAPUR, UTTAR PRADESH",HAPUR,False,B,4.0,404,28.7287283,77.7922073,3150
LOKPRIYAHOSPITAL1,"LOKPRIYAHOSPITAL1, MEERUT, UTTAR PRADESH",MEERUT,False,B,3.9,56,29.0018557,77.7679671,3151
Svasti medical home,"Svasti medical home, BAREILLY, UTTAR PRADESH",BAREILLY,False,C,3.7,82,28.4582344,79.4047452,3152
Waris Hospital ,"Waris Hospital , LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.0,406,26.8381,80.9346001,3153
ADARSH HOSPITAL A UNIT OF ADARSHCURE MEDICITY PRIVATE LIMITED,"ADARSH HOSPITAL A UNIT OF ADARSHCURE MEDICITY PRIVATE LIMITED, VARANASI, UTTAR PRADESH",VARANASI,False,C,3.7,184,25.3356491,83.0076292,3154
SEVARTH SANSTHAN TRAUMA AND PHYSIOTHERAPY DHARMARTH SAMITI ,"SEVARTH SANSTHAN TRAUMA AND PHYSIOTHERAPY DHARMARTH SAMITI , FIROZABAD, UTTAR PRADESH",FIROZABAD,False,B,4.2,239,27.1941954,78.4604956,3155
KASHI HOSPITAL,"KASHI HOSPITAL, VARANASI, UTTAR PRADESH",VARANASI,False,C,3.6,203,25.2804967,82.9677971,3156
MAHENDRA GAYATRI HOSPITAL ,"MAHENDRA GAYATRI HOSPITAL , BAREILLY, UTTAR PRADESH",BAREILLY,False,B,4.3,284,28.3795227,79.412743,3157
Shri Krishna Mission Hospital,"Shri Krishna Mission Hospital, BASTI, UTTAR PRADESH",BASTI,False,C,3.5,58,26.8127531,82.7192363,3158
VATSALYA HOSPITAL GOHANIA,"VATSALYA HOSPITAL GOHANIA, ALLAHABAD, UTTAR PRADESH",ALLAHABAD,False,B,4.3,81,25.4381302,81.8338005,3159
sai medicity pvt ltd,"sai medicity pvt ltd, VARANASI, UTTAR PRADESH",VARANASI,False,B,3.9,357,25.3356491,83.0076292,3160
CHARAK HOSPITAL AND RESEARCH CENTRE,"CHARAK HOSPITAL AND RESEARCH CENTRE, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.0,394,26.8381,80.9346001,3161
BHASKAR HOSPITAL MULTI SPECIALITY TRAUMA CENTER,"BHASKAR HOSPITAL MULTI SPECIALITY TRAUMA CENTER, BAREILLY, UTTAR PRADESH",BAREILLY,False,B,4.0,391,28.4582344,79.4047452,3162
RAJRANI HOSPITAL 1,"RAJRANI HOSPITAL 1, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.8,353,26.4410107,80.2652803,3163
Swastik Surgical,"Swastik Surgical, VARANASI, UTTAR PRADESH",VARANASI,False,C,3.5,344,25.3592045,82.9591839,3164
CHIRANJEEV MEDICAL CENTRE,"CHIRANJEEV MEDICAL CENTRE, JHANSI, UTTAR PRADESH",JHANSI,False,B,4.2,85,25.529855,78.6527802,3165
SIS HOSPITAL AND RESEARCH CENTRE,"SIS HOSPITAL AND RESEARCH CENTRE, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.8,168,26.4410107,80.2652803,3166
SATYA HOSPITAL,"SATYA HOSPITAL, BAREILLY, UTTAR PRADESH",BAREILLY,False,C,3.8,395,28.3891926,79.4111974,3167
RAJARAM HOSPITAL,"RAJARAM HOSPITAL, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.2,98,26.8003634,80.8972183,3168
MSD HOSPITAL,"MSD HOSPITAL, VARANASI, UTTAR PRADESH",VARANASI,False,B,3.9,494,25.3356491,83.0076292,3169
Netra Jyoti Center ,"Netra Jyoti Center , VARANASI, UTTAR PRADESH",VARANASI,False,C,3.5,109,25.2896883,83.0042418,3170
Shri Shyamlal Memorial Hospital,"Shri Shyamlal Memorial Hospital, BHADOHI, UTTAR PRADESH",BHADOHI,False,B,3.9,328,25.3804683,82.5691846,3171
Sainath Holistic hospital ,"Sainath Holistic hospital , SONBHADRA, UTTAR PRADESH",SONBHADRA,False,B,4.1,422,24.4148159,83.0637517,3172
Rainbow hospital,"Rainbow hospital, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.1,179,26.8381,80.9346001,3173
RADIX HOSPITAL PRIVATE LIMITED,"RADIX HOSPITAL PRIVATE LIMITED, VARANASI, UTTAR PRADESH",VARANASI,False,C,3.6,278,25.3356491,83.0076292,3174
Prime Kidney Stone Centre and Urology Hospital,"Prime Kidney Stone Centre and Urology Hospital, VARANASI, UTTAR PRADESH",VARANASI,False,B,3.9,108,25.3356491,83.0076292,3175
KAILASH EYE HOSPITAL AND LASER CENTRE,"KAILASH EYE HOSPITAL AND LASER CENTRE, BAREILLY, UTTAR PRADESH",BAREILLY,False,C,3.6,454,28.4582344,79.4047452,3176
Prakash Netralay and Retina Foundation,"Prakash Netralay and Retina Foundation, ALIGARH, UTTAR PRADESH",ALIGARH,False,C,3.8,493,27.8761073,78.1358153,3177
DHANWANTARI TOMER HOSPITAL,"DHANWANTARI TOMER HOSPITAL, BAREILLY, UTTAR PRADESH",BAREILLY,False,B,4.2,159,28.4582344,79.4047452,3178
Saraswati Hospital and Research Centre,"Saraswati Hospital and Research Centre, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.6,493,26.8381,80.9346001,3179
AYUSH HEALTH CARE,"AYUSH HEALTH CARE, CHANDAULI, UTTAR PRADESH",CHANDAULI,False,B,4.0,244,25.125695,83.2494601,3180
JANTA CHILDERNS HIOSPITAL,"JANTA CHILDERNS HIOSPITAL, LALITPUR, UTTAR PRADESH",LALITPUR,False,C,3.8,394,24.6999688,78.51862,3181
AMICARE HOSPITAL PVT LTD,"AMICARE HOSPITAL PVT LTD, GHAZIABAD, UTTAR PRADESH",GHAZIABAD,False,B,3.9,195,28.7749966,77.4586967,3182
City Nursing Home,"City Nursing Home, Raebareli, UTTAR PRADESH",Raebareli,False,C,3.7,384,26.2161828,81.2424763,3183
URMILA NETRA PARIKSHAN AND CHASMA GHAR,"URMILA NETRA PARIKSHAN AND CHASMA GHAR, GHAZIPUR, UTTAR PRADESH",GHAZIPUR,False,C,3.8,373,25.6034862,83.5075888,3184
SHYAMA INDIA HOSPITAL PVT LTD,"SHYAMA INDIA HOSPITAL PVT LTD, VARANASI, UTTAR PRADESH",VARANASI,False,B,4.2,104,25.3356491,83.0076292,3185
Arpan Nursing Home,"Arpan Nursing Home, Raebareli, UTTAR PRADESH",Raebareli,False,B,4.2,374,26.2262798,81.2204131,3186
J N HOSPITAL,"J N HOSPITAL, Raebareli, UTTAR PRADESH",Raebareli,False,B,4.1,472,26.2086768,81.2186298,3187
ABHISHEK HOSPITAL,"ABHISHEK HOSPITAL, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.7,312,26.4410107,80.2652803,3188
RSD HOSPITAL,"RSD HOSPITAL, MORADABAD, UTTAR PRADESH",MORADABAD,False,B,4.2,290,28.8728949,78.7545477,3189
National Hospital,"National Hospital, GORAKHPUR, UTTAR PRADESH",GORAKHPUR,False,B,4.1,111,26.7545141,83.3698118,3190
Eye Q Vision Pvt Ltd,"Eye Q Vision Pvt Ltd, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,3.9,348,26.4410107,80.2652803,3191
Eye Q Vision Pvt Ltd,"Eye Q Vision Pvt Ltd, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.1,225,26.8381,80.9346001,3192
Eye Q Vision Pvt Ltd,"Eye Q Vision Pvt Ltd, SAHARANPUR, UTTAR PRADESH",SAHARANPUR,False,B,4.3,405,29.9856799,77.5040646,3193
Eye Q Vision Pvt Ltd,"Eye Q Vision Pvt Ltd, MUZAFFARNAGAR, UTTAR PRADESH",MUZAFFARNAGAR,False,C,3.7,443,29.4496978,77.7429333,3194
MEHROTRA DIAGNOSTICS AND ENT HOSPITAL LLP,"MEHROTRA DIAGNOSTICS AND ENT HOSPITAL LLP, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.2,249,26.4410107,80.2652803,3195
NIRMALA HOSPITAL AND MATERNITY CENTRE,"NIRMALA HOSPITAL AND MATERNITY CENTRE, FAIZABAD, UTTAR PRADESH",FAIZABAD,False,C,3.8,204,26.7735892,82.1762251,3196
VINAYAK MEDICARE HOSPITAL,"VINAYAK MEDICARE HOSPITAL, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.8,487,26.732054,80.902046,3197
COSMOS HOSPITAL,"COSMOS HOSPITAL, MORADABAD, UTTAR PRADESH",MORADABAD,False,B,4.2,63,28.894155,78.7291995,3198
FEHMINA HOSPITAL AND TRAUMA CENTRE BLOOD BANK,"FEHMINA HOSPITAL AND TRAUMA CENTRE BLOOD BANK, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.1,197,26.8381,80.9346001,3199
DUA EYE HOSPITAL NETRARTH ,"DUA EYE HOSPITAL NETRARTH , ALLAHABAD, UTTAR PRADESH",ALLAHABAD,False,C,3.6,150,25.4381302,81.8338005,3200
Purvanchal Metrocity Hospital,"Purvanchal Metrocity Hospital, GORAKHPUR, UTTAR PRADESH",GORAKHPUR,False,B,3.9,340,26.6677977,83.3642334,3201
MEDITECH LAPROSCOPIC CENTER,"MEDITECH LAPROSCOPIC CENTER, VARANASI, UTTAR PRADESH",VARANASI,False,C,3.8,257,25.3356491,83.0076292,3202
JEEVAN SHAKTI CHARITABLE HOSPITAL,"JEEVAN SHAKTI CHARITABLE HOSPITAL, ALLAHABAD, UTTAR PRADESH",ALLAHABAD,False,C,3.6,324,25.4381302,81.8338005,3203
Abhishek Hospital,"Abhishek Hospital, CHANDAULI, UTTAR PRADESH",CHANDAULI,False,C,3.7,105,25.125695,83.2494601,3204
CHANDRA ORTHOPEDIC AND MATERNITY CENTER,"CHANDRA ORTHOPEDIC AND MATERNITY CENTER, AGRA, UTTAR PRADESH",AGRA,False,C,3.8,79,27.1752554,78.0098161,3205
GREEN CITY HOSPITAL,"GREEN CITY HOSPITAL, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.1,347,26.8381,80.9346001,3206
CHAUDHARY NURSING HOME,"CHAUDHARY NURSING HOME, AMROHA, UTTAR PRADESH",AMROHA,False,B,3.9,76,28.8988075,78.4619864,3207
Shivam Hospital,"Shivam Hospital, VARANASI, UTTAR PRADESH",VARANASI,False,B,4.0,181,25.300895,82.9534599,3208
EYENOVA HOSPITAL,"EYENOVA HOSPITAL, BAREILLY, UTTAR PRADESH",BAREILLY,False,B,4.2,109,28.3845696,79.4352331,3209
